"","x"
"56","We CAN'T stop animals‚Äô suffering if we look the other way &amp; pretend it isn‚Äôt happening.

Animals are counting on YOU.

#NeverBeSilent"
"57","@cristina_gmaij You can do it and we can help!! Check out our best tips on shopping cruelty-free! :) http://t.co/lsY5x2zjvh"
"58","@dffna Aw, of course!! Thanks so much for your compassion!"
"59","@zayli_x YES! I'm sure you can and we can help!! :) Please check out some of our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"60","@Ms_Roula Ah! She's adorable!!!"
"61","@missamyleigh Thanks for reaching out. Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"62","@tarbear7 Yes we think so too."
"63","@lean_architect Thanks for your compassion! &lt;3"
"64","@yogaFlo Horrible. Animals are not ours to use for entertainment! :("
"65","@ZionPan777 Awful! :("
"66","@skwhiting57 Please learn the truth and see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"67","@letgoandletlive You should give vegan a try!! Check out our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"68","@Appleamberuk Aww!"
"69","@juabrhao Please learn the truth and see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"70","@donkearbour Thank you!"
"71","@LillyBrecht YESS!! Thanks for speaking out for animals! ‚ù§"
"72","@Peruvianlicious Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"73","@hillsideheather We love to hear that! Thanks for adopting!"
"74","@AlanCocobeware Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"75","@Kayyyraayyy Happy to do it! Thanks for your support!"
"76","@OliviaMorgan28 Good question. Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"77","@TrishaaLoo Please see why there is no such thing as a responsible breeder: http://t.co/b4BIpF0bDh"
"78","SO MANY companies have realized that bunnies are #NotOurs2Wear.

See the FULL list: http://t.co/rpLV2teB2O #angora http://t.co/MgvhaipklD"
"79","Hi, we‚Äôre Noah, Rudy, &amp; Emmet!

We‚Äôre 3 rat siblings looking 4 our FOREVER #Valentines ‚ù§Ô∏èÌ†ΩÌ∞≠

To ADOPT: adopt@peta.org http://t.co/TG4OFFihqm"
"80","16 Recipes to Warm Your Lover's Heart AND Improve its Health: http://t.co/6RSETBWfK9

#HeartMonth #ValentinesDay http://t.co/7hdjU8H2Cv"
"81","Building more animal shelters to keep up w/ endless stream of homeless animals is like putting a bandage on a gunshot wound.

#SpayAndNeuter"
"82","@nikkiwilliams We go to #VeganHouse too! Very yummy Ì†ΩÌ∏ã U must also try Sage &amp; Flore, both located in the Echo Park area!"
"83","SPOTTED in #NYC: PETA &amp; @NYCLASS supporters speaking out against ""fashion show"" ft. ABUSED horses. #BanHorseCarriages http://t.co/n4AgOLhYRE"
"84","@ShannaMoakler You are all such beauties ‚ù§Ô∏è What a great ad! XOXO"
"85","If sheep were LEFT ALONE &amp; not genetically manipulated, they'd grow just enough #wool 4 protection in extreme temperatures. #WearYourOwnSkin"
"86","Beloved Wanda has passed awayÌ†ΩÌ≤î

She was captured young &amp; moved at least 7x, finally retiring at @PAWSARK2000 #RIP http://t.co/IYbQYN9YIZ"
"87","10 Reasons Why My Dog Is My #Valentine: http://t.co/kLuwuPMjZy

#2 is crucial 4 ANY relationship ‚ù§Ô∏è

RT if u relate! http://t.co/B7jaizU0Zd"
"88","@nvonstenson You're the best! Thanks so much for your support!! ‚ù§"
"89","@easiertodream We applaud the good people do for animals. This billboard will bring a lot of attention to a very important cause."
"90","@HayleeAndrews1 Of course. Thank you for caring about animals! ‚ù§ XO"
"91","@XxDarkGalaxyxX YES! Check out our favorite recipes here: http://t.co/S9AQBsFGud"
"92","@sco_rida Thank you for spreading the word! &lt;3 XO"
"93","@PadyRollinStone Thanks for your support! &lt;3"
"94","@easiertodream That's what this ad is about."
"95","@easiertodream We're not ignoring you. We're here! We love Pink for standing up for animals killed by the cruel fur trade."
"96","@BJLaflin Love it! You look great!"
"97","@LUVLEE25 You said it!! It's so important to teach kindness and compassion over cruelty. #Compassion4All"
"98","@HayleeAndrews1 Thank you for knowing the truth and standing up for what you believe in! &lt;3"
"99","Up to 45 sheep needed to make ONE shearling garment.

8 Things U Didn't Know About Clothing: http://t.co/XUwfkjRy2W http://t.co/qC7l8WY01Y"
"100","@tarbear7 Exactly. Breeding is wrong and irresponsible while millions of dogs and cats remain homeless."
"101","@Sammysams15 Anytime! :)"
"102","@LUVLEE25 Yes! Especially because most children would be horrified to see how fur is made. They have a natural affinity towards animals. &lt;3"
"103","@donkearbour Would you mind email our Cruelty Investigations Department about this? Thank you for caring!"
"104","@yogaFlo Me too. Thank you for your compassion"
"105","@HesJasonDew Thanks for watching. Please visit our website for more information. http://t.co/92lZm6vwfa"
"106","@LUVLEE25 It's awful..."
"107","SPOTTED in #TimesSquare:

A #FurFree @Pink asking everyone to be comfortable in their OWN skin.

Ì†ΩÌ≥∑: @ruvenafanador http://t.co/JbmHCIbKWa"
"108","Hate traffic?

Imagine traveling across the country in a cramped &amp; stuffy boxcar for DAYS AT A TIME #BoycottTheCircus http://t.co/A84ym3E5fd"
"109","@FredericaDenere It's so wrong! Thanks for speaking out for spaying and neutering."
"110","Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±

NEVER BREED OR BUY

Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±

#Adopt #SpayAndNeuter

Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±"
"111","@islandgirl2222 YES :)"
"112","EVERYONE has heard of @TysonFoods.

SO HOW DID THEY GET AWAY WITH THIS?

WATCH: http://t.co/dwJKSAdA6r #TryVegan http://t.co/vSIuOgjMOw"
"113","@RolosMama Correct. According to the article, it could have been genetic mutations, environmental factors, or nutrient deficiency."
"114","Wild animals should NOT be held captive

#Seoul zookeeper DIES from lion attack http://t.co/lmkEEvtYWM #BoycottTheZoo http://t.co/hUj7yhlGai"
"115","URGENT:

Town 2 lure deer into corrals &amp; GUN THEM DOWN as ""population control"".

SIGN to HELP: http://t.co/25gXtflaSn http://t.co/xPDpxgYcB3"
"116","@HayleeAndrews1 It really is! :("
"117","@Bounc3r &lt;3"
"118","@sktroutman Hope you like the recipe! Enjoy! &lt;3"
"119","@OhHowPhantastic It's real. Poor piglet! :( http://t.co/5ruBUcCPns"
"120","@blstapicciridda That's amazing! Thanks for all you do for animals! &lt;3"
"121","@anon99percenter Thanks for your compassion. I have forwarded this info to our Cruelty Investigation Department."
"122","@mamashep2704 You can find that info here: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"123","@ArielPhipps Honestly just confused. I can't tell if you are genuinely interested or not."
"124","Following PETA‚Äôs successful campaign 2 SAVE cats, @UWMadison trying pass law to keep animal testing records A SECRET: http://t.co/om1F1rOvUX"
"125","@ArielPhipps Not sure why you asked for outside sources if that was going to be your response anyway."
"126","@davidcgies Please check out where misinformation comes from: http://t.co/JD42f39ZYS"
"127","@jen_lockett Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"128","@ArielPhipps This website was created by a third-party: http://t.co/JD42f39ZYS"
"129","@ArielPhipps Clearly you are being misinformed about a lot of things.  http://t.co/g2HHC03p41"
"130","@D_A_M_B YES! We love Esther so much! ‚ù§"
"131","@BraedonSteven Anytime! Also check this out before you adopt http://t.co/4xgAuCb1zq"
"132","@OctobersRaven Thank you! &lt;3"
"133","@BraedonSteven You should contact your local shelter or search for rabbits on http://t.co/TN7ExVBdac"
"134","@ArmigerCasey Please learn the truth and see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"135","@greekgrl6653 The cutest!"
"136","@talwar_jeet Right back at you!"
"137","@JULIENNENOVA http://t.co/LSPp8zO7kP"
"138","@kimberleamb Anytime!"
"139","@ShelbytheGSD Amazing! Such talent! :)"
"140","@keepingupwithKF YAY!! You're awesome! Check out our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"141","@blstapicciridda Right?! So much love in one pic! ‚ù§"
"142","@mama_brava That would be an interesting turn of events! :)"
"143","@xJMx_Celtic You should definitely check out http://t.co/GsdvB9GWMu"
"144","@Ceej_63 You too! https://t.co/8ZqLThabO7"
"145","@RandomQuartz334 YAY!! Check out our favorite tips and recipes for going vegan: http://t.co/lOs0M1Tph6"
"146","@ArielPhipps Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"147","@braedonsteven1 You should adopt one! :)"
"148","@tofuandwhiskey Can he be mine too?!"
"149","@Arcticband Of course. Please let us know if you have any questions."
"150","@SumerianSister Thanks for your compassion! &lt;3"
"151","@tofuandwhiskey Cutest Valentine ever! ‚ù§"
"152","@beauty_no_pain Good question. You should contact @PETAUK! :)"
"153","@TheRaytedex It's not OK for anyone to wear fur!"
"154","#StopAnimalTests: Because 92 out of 100 of animal-tested drugs are deemed too DANGEROUS or INEFFECTIVE for humans. #JunkScience"
"155","@Shayne_afc &lt;3"
"156","@Arcticband For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"157","@pauladouglas25 &lt;3"
"158","@StarlingJames2 &lt;3"
"159","@Livyboop Aw, what a cutie! &lt;3"
"160","@BeeReis So sorry to hear that! :("
"161","@laurakay1988 The quickest way to dismantle the fur/leather trade is to encourage friends &amp; family to only buy cruelty-free clothing. &lt;3"
"162","@ZackKhan2153 Thanks for your support! &lt;3"
"163","@sonny_and_donny Thanks! XO"
"164","@JustElisabetta We can't wait to see you in your fabulous @DonnaSalyers faux fur Ì†ΩÌ∏â Have fun tonight! XOXO"
"165","@Sonicalm Warehousing animals for life isn't the way to save them. We have to save their habitats &amp; combat the reasons why people kill them."
"166","@savethebuns Thanks! &lt;3"
"167","@Tiger_Cocainee You got this! &lt;3 A great way to get started is to order a free vegan starter kit: http://t.co/SxUE1JSy89"
"168","@tkies123 Workers routinely beat, shock, and whip them until they learn to perform meaningless tricks http://t.co/IUgyZrV2Ow"
"169","@DianneTipton1 Thanks for your support! &lt;3"
"170","@wolfgirl140 &lt;3"
"171","@laurakay1988 The majority of fur &amp; leather is imported from countries that have little, if any, animal welfare laws."
"172","@rockanroldie Thank you for choosing to live compassionately! &lt;3"
"173","@nanof2bratz You're awesome! Thanks for choosing compassion over cruelty! &lt;3"
"174","@manojbhardwaj02 &lt;3"
"175","@myinsanityxx That's awesome! &lt;3 If you need any additional tips or recipes check out this link: http://t.co/fQQ65CgBfJ"
"176","@KeshaTedder Sadly, yes. It's common practice. :("
"177","@ChrisAltice Sad, not funny, and pretty unoriginal!"
"178","@TheLaurynPetrie &lt;3 We don't have an office there so keep your eye out for remote opportunities: http://t.co/VdKuzRsz8e"
"179","@demetriambrose Send us an email at info@PETA.org and they will be able to give you that info. Thanks! &lt;3"
"180","@jillieon Agreed! :("
"181","@amyandhercats Check out these cruelty-free brands: http://t.co/mHFAKkO7OU"
"182","@Dumbsky WOW, that was really well done! &lt;3"
"183","@BrunetteOBarbie It really is! :("
"184","@jeremiahlabor PETA staff have never thrown paint or anything else on anybody."
"185","Ì†ΩÌ∞µÌ†ΩÌ∞∑Ì†ΩÌ∞∞Ì†ΩÌ∞±Ì†ΩÌ∞¨Ì†ΩÌ∞πÌ†ΩÌ∞µÌ†ΩÌ∞∑Ì†ΩÌ∞∞Ì†ΩÌ∞±Ì†ΩÌ∞¨Ì†ΩÌ∞π

THERE IS NO DIFFERENCE

Ì†ΩÌ∞ÆÌ†ΩÌ∞çÌ†ΩÌ∞ªÌ†ΩÌ∞≥Ì†ΩÌ∞∂Ì†ΩÌ∞•Ì†ΩÌ∞ÆÌ†ΩÌ∞çÌ†ΩÌ∞ªÌ†ΩÌ∞≥Ì†ΩÌ∞∂Ì†ΩÌ∞• 

LOVE ALL ANIMALS

Ì†ΩÌ∞¢Ì†ΩÌ∞ôÌ†ΩÌ∞ØÌ†ΩÌ∞´Ì†ΩÌ∞üÌ†ΩÌ∞òÌ†ΩÌ∞¢Ì†ΩÌ∞ôÌ†ΩÌ∞ØÌ†ΩÌ∞´Ì†ΩÌ∞üÌ†ΩÌ∞ò

#Compassion4All"
"186","@IanThomasWolfe Workers routinely beat, shock, &amp; whip them until they learn to perform meaningless tricks http://t.co/IUgyZrV2Ow"
"187","@arcticjanos That site is run by CCF, lobbyists for the meat industry, for the purpose of spreading misinformation: http://t.co/jYSKzc3aIQ"
"188","@Mike_LeClerc For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"189","@halishabelle :("
"190","@realdeanporter You got this! If you need any tips or recipes be sure to check out @PETAUK http://t.co/53b3NR2qBB"
"191","@FelixMapleFudge Wool, fur &amp; leather contributes 2 climate change, land devastation, pollution, &amp; water contamination http://t.co/2LzZwHn3E2"
"192","@moonreflex Heartbreaking! :("
"193","@ZackKhan2153 So true! :("
"194","TRUTH from #CharlesDarwin on #DarwinDay. http://t.co/hZZu9bgZUW"
"195","Bunnies are HEARD as their fur is TORN OUT 4 #angora

Will U be HEARD speaking out AGAINST it? http://t.co/4h3lMnyefb http://t.co/jvRlRdC9xe"
"196","IMAGINE being GROUND-UP ALIVE at 1 DAY OLD bc you're deemed WORTHLESS.

That's reality 4 male chicks in egg industry. http://t.co/LE0FAOFKCR"
"197","PROGRESS: #France CANCELLED plan 2 buy wild elephants from #Zimbabwe.

HELP STOP more exports: http://t.co/Z1vexz1hfW http://t.co/UhHaey0vE2"
"198","It's 2015.

Why is THIS still allowed?

#BoycottTheCircus http://t.co/WYvm9H88LV"
"199","@mssmo11y Thanks so much for your support! &lt;3"
"200","@josiejoness YES!"
"201","EVERY PAIR of leather shoes you BUY sentences animals like THEM to a LIFETIME of suffering.

#WearYourOwnSkin http://t.co/6wwzjx8OvS"
"202","@besosdemaripos1 Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"203","@brucedeath98 !!!!!"
"204","@Dying0fBoredom :) yay!"
"205","@MissSquidgy !!!! :)"
"206","@bunnymother AH! We love Duke! &lt;3"
"207","@Astharteea Oh man. I'm sorry to hear that :("
"208","@sonny_and_donny @peta2 is our youth animal rights organization! :)"
"209","@HaleyMoorman YES! They definitely are! &lt;3"
"210","@ItsDavieGee Thank you so much for supporting our cause! You're awesome!"
"211","""We have decided that banning angora production was the right decision.""

World's largest retailer banned #angora: http://t.co/kVC9sBWLb7"
"212","Primates born in labs are TORN from their screaming mothers &amp; permanently separated, usually w/in 3 DAYS of birth Ì†ΩÌ≤î #StopAnimalTests"
"213","Serving fish at aquarium = serving monkey nuggets at #zoo.

Should #NatlMarineAquarium take fish off menu?

VOTE YES: http://t.co/GHArEYr3ur"
"214","VICTORY!

Thanks to YOU, #Colorado has become 18th state to STOP #AgGag bill: http://t.co/ekylMrtFuL #NeverBeSilent http://t.co/Fmo2NRNRsM"
"215","85% of the fur industry‚Äôs skins come from animals on fur factory farms, which can house THOUSANDS of animals. #WearYourOwnSkin"
"216","@lauridecato Thank you for your support!"
"217","@Deadqueen2 Yes!!"
"218","@vmhelm2 YESSS!!! #Compassion4All #Vegan4Life"
"219","@Deadqueen2 She's the best!! &lt;3"
"220","@Astharteea Did you contact our Cruelty Investigations Department yet? We're worried about the swan's safety."
"221","@lauridecato &lt;3"
"222","@ItsDavieGee Always looking beautiful! &lt;3"
"223","@HaleyMoorman Thank you for making the compassionate choice to go vegan! :)"
"224","@PulpJane So true! &lt;3"
"225","@ScardShandelle Thanks for your support! &lt;3 XO"
"226","Some of these may surprise you!

10 Iconic African American #Vegetarians: http://t.co/a9aOqVGk7e #BlackHistoryMonth http://t.co/eGUnOvAUWq"
"227","#WhyImSingle: Because my entire #Instagam feed is pics of my cat Ì†ΩÌ∏ª

#SorryNotSorry #CrazyCatLady"
"228","@ThatKevinSmith We're so sorry to hear this news and we have both of you in our thoughts. Sending you love during this difficult time."
"229","Bc animal tests DON'T apply to humans, PETA‚Äôs Company of 2014 focuses on organs-on-chips: http://t.co/ybDyKNAZVG @Harvard @WyssInstitute"
"230","This is #AirFrance's CEO,

IGNORING the monkeys his airline ships to their deaths in labs: http://t.co/cd083EHVIv http://t.co/BYqg9xDRuw"
"231","ICYMI: @Pink goes NUDE 4 animals 4 the first time EVER! http://t.co/VcqMBSJsxB

#FurFreeAndFab Ì†ΩÌ≥∑: @ruvenafanador http://t.co/8NdLaOZmox"
"232","@simonsam ‚ù§ this woman! @Pink goes NUDE 4 #PETA &amp; animals 4 first time EVER! http://t.co/VcqMBSJsxB #FurFreeAndFab http://t.co/A77gJAw9xI"
"233","@SmokeMeCyrus Sadly it is true. :("
"234","@AshFontaine Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"235","@DoodlFoto I'm just aware of how long it takes to full watch and read all of the information we sent."
"236","@aloi1998 YUM! :)"
"237","@katcassar &lt;3"
"238","@DoodlFoto There's no way you checked out all the info we sent you. The first video alone is 7 minutes."
"239","@JustDJunior &lt;3 #Compassion4All #Love4All"
"240","@DoodlFoto We don't mislead, we are very open about our stance. Please see all the links we sent you."
"241","@daskohlensaure We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvXPnp"
"242","@daskohlensaure We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWRyNV"
"243","@daskohlensaure 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"244","@DoodlFoto We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvXPnp"
"245","@DoodlFoto We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWRyNV"
"246","@DoodlFoto 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"247","@tann_ba Of course. We hope it explains our side of the issue"
"248","@SmokeMeCyrus Sorry, we can't follow anyone at the moment but please email CIDinfo@peta.org with any concerns. Thank you"
"249","@tann_ba We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvXPnp"
"250","@tann_ba We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWRyNV"
"251","@tann_ba 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"252","@daskohlensaure Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"253","@MjdDooley It's heartbreaking"
"254","@michaelrentiers Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"255","@DoodlFoto Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"256","@anto_rebeca Sorry, we aren't following anyone new at the moment due to manageability. Thanks for understanding &lt;3"
"257","@f3ckthenorm Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"258","@HolaItsDave Aw, thank you! &lt;3"
"259","@radio4women Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"260","@myeracle_colt You must not be watching with the volume on. https://t.co/dSyljmKnHr"
"261","@GraceFleming_ We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvXPnp"
"262","@GraceFleming_ We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWRyNV"
"263","@GraceFleming_ 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"264","@ZacWeht Once again, we do not support ""no-kill"" policies: http://t.co/8bvLjqR0x7"
"265","Bc bunnies should NEVER be hurt 4 makeup Ì†ΩÌ∞∞‚ù§Ô∏è

Introducing PETA‚Äôs NEW Beauty W/O Bunnies Logo: http://t.co/7GcwVmd0ee http://t.co/KrlEUw4Dmr"
"266","@AshFontaine By helping us publicize the truth abt animal suffering, our celeb supporters are helping to save the lives of countless animals"
"267","#JustLikeHumans: Spotted dolphins have rituals around death &amp; adults tend 2 hold on 2 their dead young 4 abt 30 mins before giving them upÌ†ΩÌ≤î"
