"","x"
"45","Spotted in Manila: A flock of sheep asking ppl 2 celebrate #YearOfTheSheep by not buying WOOL http://t.co/tsH4GXrt6l http://t.co/qFVKHtza1v"
"46","@jnzupka Warehousing animals for life isn't the way to save them. We have to save their habitats &amp; combat the reasons why people kill them."
"47","@ButlerPrincesse No reason for it! :("
"48","@allieglarson Not only do we not need meat to survive, it is actually hazardous to our health. http://t.co/WAjm3KHny0"
"49","@nextwave05 Nothing fashionable about it!"
"50","@LeBlancJpl And if you had read the info we sent you would know how we operate. You choose not to understand, so we won't reply again."
"51","@manuela_pisani &lt;3"
"52","@LeBlancJpl Wrong. No such thing as open-admission ""no-kill"" shelters. No one has unlimited space and funds. But you have a great day!"
"53","@jnzupka Protein can be found in virtually all vegan food: http://t.co/XTrEEbgWDb"
"54","@davidcgies ""Evidence""? Sure. Clearly, you're only interested in info that validates an opinion you already have. Not the truth."
"55","@LeBlancJpl Clearly, you aren't interested in the truth, only info that validates an opinion you already have. Sad. Do your own research."
"56","The only one who should wear fur is the animal who was BORN with it. #FurIsDead #NYFW http://t.co/KmKBwRazHS"
"57","@LynetteMor42 Thanks for your support! &lt;3"
"58","@davidcgies I have worked at those shelters. They also call other shelters to pick up animals from them. They care about numbers, we don't!"
"59","@LeBlancJpl They also turn animals away to keep their stats. We care about ending suffering, not numbers."
"60","@CaptainWeeab00 Do some research and you'll find plenty of other sources."
"61","@CaptainWeeab00 We didn't say it caused it. We said there is a link: http://t.co/qddyHZwnM7"
"62","@jnzupka We don't. We say that we are responsible for their care: http://t.co/lg0rguRSWw We support accredited sanctuaries, not zoos."
"63","@arigrandevegan Not anymore :( http://t.co/B2dcAaCEBT"
"64","@Vegankam So sad! :( This video is great: https://t.co/WTLeQIwGbr"
"65","@caroldandrea1 Please send any info you have on this to our Cruelty Investigation Department at CIDinfo@peta.org"
"66","@SirMikeGreen Read the info we sent. Here it is again:  http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"67","@jnzupka Most us at PETA have several pets. We don't support buying pets when millions of shelter animals need homes. http://t.co/s1q9UDzcIW"
"68","@LeBlancJpl So, do your own research on Berman: http://t.co/z3o3TUGyJu"
"69","@CaptainWeeab00 All the major autism awareness groups reported the same findings: a dairy-free diet helps: http://t.co/7wLENyWC0h"
"70","@jnzupka In prehistoric times hunting might have been necessary for survival but that is no longer the case."
"71","@jnzupka For the correct information: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"72","@216alexis_ Thanks for your support! &lt;3"
"73","@laurenthepotter Horrific! :("
"74","@popcultlover OK! Thank YOU for your support! &lt;3"
"75","@wozza_g Heartbreaking! :( #NotOurs2Use"
"76","Many purebreds have medical issues bc HUMANS want them 2 look a certain way.

WATCH one #bulldog's story: http://t.co/u1UMGy4hPI #WKCDogShow"
"77","@Teato0o Haha! If you don't like it, try almond milk or some of these others: http://t.co/ff9FFplncy"
"78","@Jaseminlove Sadly, it's obtained the same way as other wool: http://t.co/j0YtWkeR0R"
"79","@KarvonenOnni He is TOO cute! Thanks for choosing adoption! &lt;3"
"80","@CalixtoOnyx They are so cute! Thank you for choosing adoption! &lt;3"
"81","@thomasmowe Agreed! &lt;3"
"82","@KeshaTedder Couldn't agree more! &lt;3"
"83","@emmardavies &lt;3"
"84","@IMPACTfxSC Thank you for choosing compassion over cruelty! &lt;3"
"85","@crygreen2 So true! :("
"86","@TorianaMarie96 Lots of misinformation out there! http://t.co/s1q9UDzcIW"
"87","@Jillian_Chaffee So true! &lt;3"
"88","@KalyAlba That's awesome! &lt;3 We have a free vegan starter kit that is very helpful! Here's the link: http://t.co/SxUE1JSy89"
"89","@Platt6Platt Agreed! :("
"90","@SirMikeGreen Please see where misinformation comes from: http://t.co/RhKc44Dlqb For the correct information: http://t.co/pGB1LXtahI"
"91","@Lionmountainer That's great! Thanks for choosing adoption! &lt;3"
"92","@chicagogrrrl Vegan label would mean no dairy. But food labeled vegetarian can contain eggs and/or dairy."
"93","@HollyLarry Yeah, we wear vegan shoes: http://t.co/RW3TbHciYE"
"94","@rh92880 For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"95","@Chezhdchick For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"96","@VortexofFame We don't. For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"97","@redheadedlib22 Exactly! &lt;3"
"98","@davidcgies We take the animals that ""no-kill"" shelters turn away. You should ask them why they let aniamls suffer  http://t.co/BKFSqWzXpl"
"99","@x_marissaa_x Thanks for your support! Good luck! &lt;3"
"100","@figments1 The number given to you was correct, you just have to select the correct option. You can also email us at CIDinfo@peta.org"
"101","WHAT #WKCDogShow DIDN'T SHOW ON AIR:

PETA protesters getting DRAGGED AWAY by security 4 speaking up 4 shelter dogs! http://t.co/5d3BQlQHpg"
"102","@catch108stchs For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"103","@kdunnachie Most of us at PETA have several pets. We encourage adoption. http://t.co/lg0rguRSWw #AdoptDontBuy #WKCDogShow"
"104","Shelter dogs want 2 LIVE

They're relying on us 2 SAVE them

RT if u'll always ADOPT! #WKCDogShow #WestminsterDogShow http://t.co/uHOpmOoYyZ"
"105","@x_marissaa_x That's so great to hear! &lt;3 Here's some info for you: http://t.co/099BoQiZA1"
"106","@bedercrystal &lt;3"
"107","@anthonycudemo Yes! :( #AdoptDontBuy"
"108","@smoshkelsey :( Shelters are already full of animals that need homes, including purebred. http://t.co/EsnX87eFGt #AdoptDontBuy #WKCDogShow"
"109","@NYsocialist That is horrific! :("
"110","@Sherezada_1000 I can't read the info. Please send any info you have to our Cruelty Investigation Department at CIDinfo@peta.org"
"111","@Appleamberuk Yes, we do something every year! Here's what we did last year: http://t.co/Hgna2CD79v"
"112","EVERY YEAR after #WCKDogShow:

Breeders see rush of ppl wanting the #BestInShow breed.

Then, shelters see rush of people abandoning them Ì†ΩÌ≤î"
"113","@alaska_born Where do they come from? Breeders &amp; puppy mills fuel the overpopulation crisis http://t.co/b4BIpF0bDh #AdoptDontBuy #WKCDogShow"
"114","@HoboWill Info about wool: http://t.co/j0YtWkeR0R"
"115","@kdunnachie That's because there are no responsible breeders. http://t.co/b4BIpF0bDh #AdoptDontBuy #WKCDogShow"
"116","@davidcgies Turning animals in need away doesn't solve the problem so ""no-kill"" doesn't work. http://t.co/8bvLjqzp8x"
"117","@JFierce More info: http://t.co/tIObKf20kW"
"118","@theSurlyBiker They are all so cute! Our favorite breed is a mutt: http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"119","@marisakaitlin They really do! :( Here's some info: http://t.co/1ymnagxS7I #WKCDogShow"
"120","@L0VeDzenana &lt;3"
"121","@RobinP2 For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"122","@Meat_Facts There are no federal animal welfare laws regulating the treatment of chickens while they're on the farm. http://t.co/Y7ANFUHAC7"
"123","Shelter dogs have a special message for everyone at #WKCDogShow.

#StopAnimalHomelessness #AdoptDontBuy http://t.co/y1Wc4aW9Pd"
"124","@davidcgies PETA‚Äôs shelter accepts almost no adoptable animals. But all of our numbers are in the info we have already sent you."
"125","@shellfight They're all so adorable! Check out our favorite breeds: http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"126","Because if you LOVE animals, you want to #StopAnimalHomelessness.

#AdoptDontBuy #SpayAndNeuter #WKCDogShow http://t.co/18bZSfzbNV"
"127","@BeaSpencer2 SO cute!! &lt;3"
"128","@figments1 We are in the U.S.! The phone line is 24/7 so if you leave a message we will call back shortly. 757-622-7382, option 2."
"129","@BallardFriend That acct is run by Center For Consumer Freedom &amp; their clients kill billions of animals every year: http://t.co/jYSKzc3aIQ"
"130","@Veenya You should google the sources of that info. See where misinformation comes from: http://t.co/jYSKzc3aIQ http://t.co/c0wSuSUaxc"
"131","@BeaSpencer2 AW! &lt;3 Thank you for choosing adoption! #AdoptDontBuy #WKCDogShow"
"132","@mrsjezell All breeders fuel the animal overpopulation crisis. http://t.co/b4BIpF0bDh #AdoptDontBuy #WKCDogShow"
"133","@Bash_Celik Breeding for appearances wreaks havoc on animals‚Äô health. :(  https://t.co/WTLeQIwGbr #WKCDogShow #AdoptDontBuy"
"134","@EbvelgaSiboney YUM!! &lt;3"
"135","@Nancy_Bellicec All that info is on our website: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"136","@figments1 If they are being abused or neglected give us  a call &amp; we can try to help further: http://t.co/Zb8HYNzKLe"
"137","@melissaantgarza That's awful! :( You did the right thing!"
"138","@nutmeg3isme We were talking about the judges not you! &lt;3"
"139","Breeding dogs while MILLIONS of homeless ones DIE is WRONG

Lots of purebreds in shelters 2 #AdoptDonBuy #WKCDogShow http://t.co/u3tXD12HEh"
"140","@MyBrownNewfies We're against buying dogs instead of adopting. Any breed can b found in a shelter or rescue group. #AdoptDontBuy #WKCDogShow"
"141","@TherapyDogsRock No, but we would be happy if 3-4 million homeless animals weren't euthanized in the U.S. every year due to lack of homes."
"142","@TherapyDogsRock If people stopped buying dogs &amp; spayed/neutered, no shelter would have to euthanize: http://t.co/pGB1LXtahI"
"143","@DiazXCKevin They are all seriously cute, but our favorite breed is a mutt! http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"144","@IHateMexicanFoo The U.S. has no federal laws protecting farm animals while on the farm. :( Laws for domestic animals vary by city/state."
"145","@K3Y_WiiARD You're awesome! Thanks for all you do for animals! &lt;3"
"146","@thedailyarse You can email us at CIDinfo@peta.org, call us, or report it through our site. More info: http://t.co/Zb8HYNzKLe"
"147","@Jem_And_Scout Purebreds make up 25% of the dogs in shelters. So, they can still adopt. NO excuse to ever buy. #AdoptDontBuy #WKCDogShow"
"148","@TherapyDogsRock No such thing as responsible breeder when 6-8 million animals enter US shelters every yr http://t.co/b4BIpF0bDh #WKCDogShow"
"149","@kcornelius75 Just like us, dogs should be loved not judged! &lt;3 #AdoptDontBuy #WKCDogShow"
"150","@Luxie313 Sad! :( This is why many others have an issue with the show: http://t.co/lJTj5N6ryT #AdoptDontBuy #WKCDogShow"
"151","People who REALLY love dogs don't BREED more, they help the millions who already need them

#AdoptDontBuy #WKCDogShow http://t.co/4QnEgB8B8L"
"152","@DogsofInstagram Our favorite breed is mutt! http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"153","@nutmeg3isme Dogs should be loved not judged! http://t.co/lg0rguRSWw #WKCDogShow"
"154","@ThatCoral TY 4 fighting 2 get the truth out about our work! Continue 2 post this vid http://t.co/HmzFUABwmO This IS our work."
"155","@Leigh7353 &lt;3"
"156","@popcultlover Not currently. :("
"157","@kcornelius75 Mutts are the best breed! &lt;3 http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"158","@53c84f382e5d4cc &lt;3"
"159","@JayeLu &lt;3"
"160","@josiejoness Love it! &lt;3"
"161","@alaska_born The AKC‚Äôs objective is to study, exhibit, promote, &amp; maintain dog breeds, regardless of the cost to the dogs or to society."
"162","@IHateMexicanFoo We don't. We criticize the policies of ""no-kill"" shelters. Here's why: http://t.co/8bvLjqzp8x"
"163","@TheSavannahG They are all cute! Did you know that purebreds make up at least 25% of the dogs in animal shelters? #AdoptDontBuy #WKCDogShow"
"164","@JBirdwell Your cat must know that the best breed is mutt! http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"165","@OhHowPhantastic Love it! &lt;3"
"166","@PeaceLoveLife_C Of course it's good! Vegan food is the BEST! &lt;3"
"167","Reason #1 to support ADOPTING - not BUYING or BREEDING - dogs.

#WKCDogShow #BestInShow http://t.co/0GBZcA7eMu"
"168","@IHateMexicanFoo For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"169","If you could HEAR their screams, would you help?

#StopAnimalTests: http://t.co/HfiyCN6gIi http://t.co/NLTplWAbpG"
"170","More chickens are raised &amp; killed 4 food than ALL other land animals COMBINED, yet no federal law protects them from ABUSE. #Reasons2GoVegan"
"171","#3. TIED by a muzzle to a grooming table.

10 Things WRONG with the #WKCDogShow http://t.co/554kQFtFzx #AdoptDontBuy http://t.co/KoaBjYscXy"
"172","""'Vegetable-focused menus' will be one of the top food trends in Washington, #DC in 2015."" http://t.co/RxUH57fgcd"
"173","@FillmorePhyllis We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvXPnp"
"174","@FillmorePhyllis We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWRyNV"
"175","@FillmorePhyllis I don't understand that question. 3-4 million animals are euthanized in shelters each yr in US. Not enough homes"
"176","@FillmorePhyllis NO?"
"177","@consciouskindau I understand. Definitely something to think about. Dogs and cats now rely on humans but did not always."
"178","@FillmorePhyllis Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"179","@KStreetHipster Thank you for your support! We'll never stop fighting for the animals. &lt;3"
"180","@TheBlakeTake Would you mind sending this to CIDinfo@peta.org? Thank you!"
"181","@Cherteapet all animals in. More here: http://t.co/RJBrJhMCdR"
"182","@Cherteapet In order to keep adoption rates high, many shelters turn away animals that they don't think will be adopted. Open admission lets"
"183","@KittyPryde716 Noted. Thank you for your feedback and supporting the cause."
"184","Shocking @HBO expos√© shows some purebred dog needs SURGERY 2 BREATHE 4 #WKCDogShow standards http://t.co/CYLuRmEOQm http://t.co/BCBRbq5y6I"
"185","@popcultlover Here's their donate page: https://t.co/JDliqxqywM"
"186","For their skins, snakes commonly nailed 2 trees &amp; their bodies are CUT OPEN from one end 2 the other as they're SKINNED ALIVE. #NotOurs2Wear"
"187","@MatthewRagonese Sign up here! :) http://t.co/pKbbTe6dfH"
"188","@MatthewRagonese We don't support using animals for entertainment in any way."
"189","@JennyyyKern You're awesome. Thanks so much for your compassion. &lt;3 Check out our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"190","@Thanniaj_ose_ Thank you!"
"191","@youributera Bella is adorable! &lt;3"
"192","@thomasmowe Exactly! :)"
"193","@NotNickGauthier Please visit http://t.co/GsdvB9GWMu for more information"
"194","@popcultlover Right here! :) https://t.co/ObrYNIxmn9"
"195","@JessKelleyRadio Let's hope it's faux! :("
"196","@twibble92 Exactly!! Especially in 2015, so much technology!"
"197","@whatswrongwth So happy to hear that!! thanks for making the compassionate choice to go vegan! :)"
"198","@KStreetHipster So disturbing right?"
"199","@rotties_babe The life of animals in the circus is truly sad."
"200","@JlLavoy It's hard to get the videos out of your head! Please check out our favorite tips and recipes for going veg: http://t.co/lOs0M1Tph6"
"201","@nancycisek22 Yes! You said it!"
"202","12 yrs for #Boyhood, 30 yrs for ANIMALS!

WATCH #RichardLinklater's time lapse video 4 PETA: http://t.co/Es6ZvE1Ka6 http://t.co/hkLXKYuTvG"
"203","@MEGANMICHALOW Check out our cafe press store! :) http://t.co/kMK7D05x5m"
"204","@rotties_babe They would do best in an animal sanctuary where they can live safely in a more natural environment."
"205","@umitsperrie Of course. Thanks for adopting and spreading the word! &lt;3"
"206","Following @USDA report of 31 VIOLATIONS, attorney general's office launches investigation on #NaturalBridgeZoo: http://t.co/Q8h3PjkejZ"
"207","@HornyForFashion Thank YOU! &lt;3"
"208","@dianehill12 Great. Thank you so much!"
"209","@dianehill12 If you have any pictures or information on the horse please email CIDinfo@peta.org. Thank you!"
"210","@GabriellaxIrwin Anytime! :)"
"211","@twibble92 For sure!! Thanks for speaking up!"
"212","@HornyForFashion Check out our job board for openings! :) http://t.co/PlYnKHd5PC"
"213","What does @Alancumming cook for his #Cabaret cast members?

See his #vegan recipes: http://t.co/CbasRp6trK"
"214","@bluecynder We looove almond milk, but coconut is great too! :) So many dairy-free options!"
"215","@Aledoning Apply! :) http://t.co/PlYnKHd5PC"
"216","@ruiner6 Check out our website here: http://t.co/P2iYKo1L4I"
"217","@HornyForFashion YES! :)"
"218","@sebastianocorey Please check out the link for why we chose this comparison."
"219","#BoycottTheZoo: Because seeing a collection of sad captive animals is NOT educational, it's HEARTBREAKING. http://t.co/m7fu1BaVjd"
"220","@Go_Obaid That's awful. Would you mind emailing CIDinfo@peta.org about this? Thank you!"
"221","@sharik0530 Oh no! That's so awful. Thank you for doing everything you could to help her. &lt;3"
"222","@sebastianocorey Because the KKK and AKC have remarkably similar and corrupt ways of thinking. More info here: http://t.co/VjgrUUUJnJ"
"223","@lufentyb Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"224","@jessicarosseel Well said! &lt;3"
"225","@Thomas_Vegan YESS!!!"
"226","What do the #KKK &amp; the #AmericanKennelClub have in common? 

WATCH: http://t.co/FW7knJYv5L #WKCDogShow #BestInShow http://t.co/WdZmOOUEih"
"227","@Iam_ShowStopper Sadly, there are too many animals and not enough homes."
"228","@cristinalynnr Yes! :)"
"229","@chrcapuano It is heartbreaking! Thanks for your compassion! &lt;3"
"230","@sebastianocorey We think ALL people are comparable to animals. #Compassion4All"
"231","@Thomas_Vegan &lt;3 #Compassion4All"
"232","@tiaramescudi Please check out: http://t.co/VJ5TPPZ6Ut"
"233","@JoiedeVar That's not true. I'm sorry if this offends you, I'm just trying to explain the intentions of the video and our message."
"234","@JoiedeVar Comparing situations and exposing harmful ways of thinking is how we prevent these ideas from continuing."
"235","SO SAD:

Fire KILLS 20 PIGS in #Maryland barn http://t.co/7HHWhE2ttk

#RIP #FriendsNotFood"
"236","@CarltonYaDig Thanks for your feedback and checking out the info."
"237","@JoiedeVar Our comparison is between the KKK and AKC. Both organizations support the wrong ideas of a ""master race"" and ""pure bloodlines."""
"238","@JoiedeVar We are comparing two very corrupt and wrong organizations with similar mentalities."
"239","@lovefitness9 Yum!! :)"
"240","@CarltonYaDig Moth organizations are devoted to keeping ""pure bloodlines"" and emphasize a ""master race."" More info: http://t.co/VjgrUUUJnJ"
"241","@JoiedeVar That ad is from 2008. Please see this to understand where the comparison is coming from: http://t.co/VjgrUUUJnJ"
"242","@samashleyyy We refer to dogs and cats as companion animals. We don't own them, we share our lives with them. PETA always promotes adoption."
"243","Animals are NOT ours to EAT, WEAR, EXPERIMENT ON, or USE FOR ENTERTAINMENT.

PERIOD. http://t.co/9tU8q1ynge"
"244","@SandraZouzalova Thank you for your support! &lt;3"
"245","@staciestar2 Here you go! :) http://t.co/pKbbTe6dfH"
"246","@Brooke_anya Great! You're awesome! :)"
"247","TODAY: @Starbucks now offers coconut milk NATIONWIDE!

See ALL their #vegan options here: http://t.co/1VUxPXufK2 http://t.co/O0QDZVoiZn"
"248","@DJScratch #Vegan uggs are everywhere! Of course they weren't from abused sheep! :) http://t.co/7I9zBevetv"
"249","@KatieMarie2049 @yoabbaabba We agree, it's such a sad sight to see. Horses don't belong on the cold streets of #NYC. #BanHorseCarriages"
"250","URGENT!

Arizona County rounding up wild birds, reportedly causing some to DROWN!

RT &amp; SIGN: http://t.co/VlAw1srkTA http://t.co/rDjUU9k4aF"
"251","@Brooke_anya Thank you!! Have you considered joining our action team? http://t.co/pKbbTe6dfH"
"252","@wikidanngel Thank you for standing up for animals! &lt;3"
"253","Breeding ""purebreds"" can cause PAINFUL health problems.

17 Dogs Sick of #WKCDogShow Standards http://t.co/bckMdxV8Jr http://t.co/zDYnYGbVne"
"254","Animals are counting on compassionate people like YOU to give them a voice. #NeverBeSilent #TuesdayInspiration"
"255","@alaska_born This website was created by an outside source: http://t.co/JD42f39ZYS"
"256","@JBond97 Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"257","@Iam_ShowStopper We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvGdYP"
"258","@Iam_ShowStopper We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWzXpl"
"259","@Iam_ShowStopper 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"260","ICYMI: @UniverSoulCirc CITED 4 abuse 4 reportedly inserting bullhook into elephant's mouth http://t.co/4Bpk4qApwU http://t.co/z7cWXVRMCG"
"261","@Go_Obaid That's awful! Do you have a link or was it on TV?"
"262","#JustLikeHumans: Rats fall in love &amp; even giggle when they're tickled ‚ù§Ô∏è #Compassion4All http://t.co/IZootQd2d8"
"263","@tomwiggz That is absolutely horrible! There are ethical ways to sterilize equipment."
"264","@KRISinChiCity We do have a PETA affiliate in Asia: http://t.co/rhMgWiKLke"
"265","@beech_helen It is horrific! :("
"266","@Johnsawyer1013 For you to ask that, you clearly did not read the info we sent."
"267","@halfnelson1973 That's correct. http://t.co/s1q9UDzcIW"
"268","@halfnelson1973 We feel that everyone should adopt not buy &amp; they should spay &amp; neuter. http://t.co/lg0rguRSWw"
"269","@seasylvia2005 Especially when they aren't doing anything to help the overpopulation crisis. Sad. http://t.co/DfvobvGdYP"
"270","@FidesInNick Not true. Please stop spreading false information. Thanks!"
"271","Spotted at #NYC #WKCDogShow: Caged shelter dogs reminding ppl that breeders KILL shelter dogs' chances at LIFE #ADOPT http://t.co/BJ6lvLzkyx"
"272","@Johnsawyer1013 You can read about the work we do &amp; why we support euthanasia here: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"273","@madeleineehass Send us an email at info@peta.org or through our site: http://t.co/Zb8HYNzKLe"
"274","@sophine_felines We are but not just shelter animals. It would help to read the links."
"275","@AaronCDuncan Horrible! :("
"276","@Thomas_Vegan Some people aren't interested in the truth, only information that validates an opinion they already have. It's really sad! :("
"277","@monika1981_love Warehousing animals 4 life isn't the way to save them. We have 2 save their habitats &amp; combat the reasons why ppl kill them"
"278","@aenk963 That is horrible! :("
"279","@angiegboyce Sterilization is an effective, long-term solution to overpopulation. Read more: http://t.co/EBX1ZoD5qV"
"280","@MatthewRagonese Happy to hear it! &lt;3"
"281","@Thomas_Vegan At first, all movements face opposition from those who want to continue doing the criticized behavior."
"282","@JasmineDibe That's awesome! &lt;3"
"283","@sheishayley AW, what a cutie! &lt;3"
"284","@coralgracie It's heartbreaking! :("
"285","@wikidanngel We also have concerns about what Facebook does and doesn't remove and are in contact with the company."
"286","@maureenfudger57 Yes. So sad! :( http://t.co/kVeZjkGx5h"
"287","@AColdBruceky For the correct information: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"288","@ManBearSquid1 @MadelineBacolor For the correct information: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"289","@alaska_born For the correct information: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"290","@Terra_Bul That never happened."
"291","@GabriellaxIrwin There are lots of great meat substitutes. Check out Gardein: http://t.co/pck6WGZj4D More: http://t.co/hBtV2vWmy8"
"292","@KSiddall Please see where misinformation comes from: http://t.co/RhKc44Dlqb For the true story: http://t.co/pGB1LXtahI"
"293","@ashaughn18 There is! &lt;3 Do a search by product type here: http://t.co/NJocKUJ2jz"
"294","@YourPositiveDog Wrong: http://t.co/s1q9UDzcIW"
"295","@medicalmaryjane For info on our shelter of last resort: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"296","@cyberpark_ The link isn't working. Please send any reports of animal abuse to our Cruelty Investigation Department at CIDinfo@peta.org"
"297","@sophine_felines We're an animal rights org not just a shelter: http://t.co/ZQqR9xHHoa For the correct information: http://t.co/pGB1LXtahI"
